TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 08:27 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
2023,2023,100.0000,2015,99.6045,8,828382,464008,56.0137

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNE,VALOR UNIONISTA,PR,CAMBIO,AZUL,MLP,VICTORIA,VAMOS,PHG,BIEN,UR,P A N,PIN,FCN-NACION,COMITE CIVICO LA GOTA DE AGUA,PPN,FOPPA X LA CIUDAD,MI FAMILIA,CABAL,VIVA,PODEMOS,PODER,CREO,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
516,"Distrito Central",0,"Guatemala",1,41,400,14,19,45,1,4,10,4,6,8,1,3,2,2,3,2,0,2,36,1,5,4,13,3,60,248,14,1,263,0,263,--,400,137,248,263,263,Algún campo sin dato,1,5046a7993a92b259629ac64836fc90472f139f9d50bab81cb6ea748c71fbb4dd,26/06/2023 03:33:46,ESCANER
517,"Distrito Central",0,"Guatemala",1,41,400,11,13,61,1,6,4,1,3,6,0,6,0,6,0,1,1,1,42,1,2,5,11,0,55,237,11,2,250,0,250,--,400,150,237,250,250,Algún campo sin dato,1,542e8c720dd9d066bbe3de63c827314ae1d452d5e935e0faa4f57c2128ec1597,26/06/2023 02:46:27,ESCANER
518,"Distrito Central",0,"Guatemala",1,41,400,13,13,44,0,5,6,6,3,6,0,3,1,4,1,0,1,3,46,6,3,8,13,1,54,240,14,3,257,0,257,--,400,143,240,257,257,Algún campo sin dato,1,0b36fa2b1629cb22507aed493bfff4df2ed6208eaa32f04478d50900a85228f8,26/06/2023 02:06:10,ESCANER
519,"Distrito Central",0,"Guatemala",1,41,400,10,12,57,2,6,7,4,5,2,0,9,2,1,1,1,2,6,37,3,5,4,13,0,51,240,12,1,253,0,253,--,400,147,240,253,253,Algún campo sin dato,1,ecfd7aa4a745944c4568dc5dbdb056d7a643282c9f32df197d2673e32956ec8c,26/06/2023 01:39:06,ESCANER
520,"Distrito Central",0,"Guatemala",1,41,400,5,9,41,1,5,6,0,1,5,1,6,3,2,0,1,1,2,69,0,6,3,14,0,63,244,12,2,258,0,258,--,400,142,244,258,258,Algún campo sin dato,1,226ea3393a49e47f242fec9ea43731def09ef0c3e9e786e8e33486dc24b4788d,26/06/2023 00:40:57,ESCANER
521,"Distrito Central",0,"Guatemala",1,41,400,7,11,32,1,3,4,3,5,4,0,3,2,1,0,1,1,1,111,2,4,1,24,0,59,280,4,1,285,0,285,--,400,115,280,285,285,Algún campo sin dato,1,ef83d4254683038900ba07dd3a3a99c2e1383e45a0509f9ceb4ead8207b9d725,26/06/2023 02:18:20,ESCANER
522,"Distrito Central",0,"Guatemala",1,41,399,11,9,36,1,2,9,5,2,4,0,5,1,4,1,1,0,1,81,1,3,3,17,0,37,234,13,0,247,0,247,1,399,152,234,247,247,,1,439f0d3d3f7d354a37212d61118a8fffda18a0490a6a0f050c968e93531eb724,25/06/2023 23:24:42,ESCANER
523,"Distrito Central",0,"Guatemala",1,41,398,3,7,33,--,6,4,1,5,4,--,4,--,2,2,--,--,1,80,1,3,4,13,--,43,217,7,1,225,--,225,--,398,173,216,224,224,Sumas Asentadas sin cuadrar,1,68fb395585a9d52cab22103cee2561fb2aeab40cee659a6f24fee052a7b476d5,26/06/2023 01:54:54,ESCANER
524,"Distrito Central",0,"Guatemala",1,42,400,8,18,47,2,8,7,3,0,3,1,1,0,5,0,1,1,2,27,2,3,8,11,1,70,229,24,0,253,0,253,--,400,147,229,253,253,Algún campo sin dato,1,67a15ab6e39be8b59845cfd8e1179341017aac16a4099f597302c7bfdabc9d08,26/06/2023 02:17:09,ESCANER
525,"Distrito Central",0,"Guatemala",1,42,400,11,17,48,0,6,4,2,5,4,0,1,0,4,1,0,2,4,35,1,4,4,9,1,59,222,23,3,248,149,397,--,397,149,222,248,397,Algún campo sin dato,1,3fbe495541069c4f85313f8f7aba9bc3af1c80c20ea5702d7641643e5d6917f7,26/06/2023 01:03:27,ESCANER
526,"Distrito Central",0,"Guatemala",1,42,400,13,22,61,0,5,7,2,6,4,1,1,2,2,0,0,0,3,40,0,5,7,13,1,55,250,17,4,271,0,271,--,396,125,250,271,271,Algún campo sin dato,1,fe9d51d44ca48e0255b647caaf131017f3f05aabd5f9c19a9c664cc6a99bc5b4,25/06/2023 23:39:40,ESCANER
527,"Distrito Central",0,"Guatemala",1,42,400,9,23,67,0,4,6,0,5,3,2,5,4,5,0,0,1,2,35,1,0,6,14,1,63,256,24,1,281,0,281,--,397,116,256,281,281,Algún campo sin dato,1,d6650c918e65f960e6ef417ab603acb37a2d5d55c22b256b28ff9570a0948408,25/06/2023 21:38:10,ESCANER
528,"Distrito Central",0,"Guatemala",1,42,400,13,16,42,0,9,2,4,11,7,0,1,1,2,0,1,1,4,32,2,3,4,5,1,80,241,14,0,255,0,255,--,401,146,241,255,255,Algún campo sin dato,1,ee5745ffed490b072292bd94d5a1d817f8cf8f612a148ba358559c56e827c089,25/06/2023 23:30:32,ESCANER
529,"Distrito Central",0,"Guatemala",1,42,400,6,15,43,0,5,7,2,4,5,2,0,0,3,1,1,0,3,50,3,3,9,17,1,65,245,15,1,261,0,261,--,400,139,245,261,261,Algún campo sin dato,1,68b34ff9c38221dadbb7aff8aa134a3442dcb0ac66a8a60e9660b7036726e060,25/06/2023 21:56:30,ESCANER
530,"Distrito Central",0,"Guatemala",1,42,400,6,18,54,1,8,2,1,4,9,1,1,5,2,0,0,1,5,39,0,5,9,15,2,56,244,21,1,266,0,266,--,400,134,244,266,266,Algún campo sin dato,1,6b8d0b0827fbc529ccb338da5a151323674c3e9c02be212eb8e88053b58eb3d9,25/06/2023 21:36:56,ESCANER
531,"Distrito Central",0,"Guatemala",1,42,400,12,15,69,0,2,6,0,3,5,1,2,1,2,1,1,0,4,37,3,4,5,7,0,73,253,16,2,271,0,271,--,400,129,253,271,271,Algún campo sin dato,1,8765f328071faa7d46303c86ed357290252742d99fde427da64573f859e83254,25/06/2023 21:13:35,ESCANER
532,"Distrito Central",0,"Guatemala",1,42,400,10,16,59,3,5,3,0,4,10,1,3,0,2,0,1,1,1,56,0,4,5,17,1,58,260,16,0,276,0,276,1,400,124,260,276,276,,1,fa718d3f3149909cf53d3e04ae6a3146a45605b15e9392af1d503971b5a2f123,25/06/2023 21:28:30,ESCANER
533,"Distrito Central",0,"Guatemala",1,42,400,11,16,58,2,3,5,0,5,4,1,3,0,2,0,1,0,4,27,1,8,5,19,1,80,256,16,2,274,0,274,--,400,126,256,274,274,Algún campo sin dato,1,ad353a913b12836a1c1ecd31c3baf58f1dae9b001545fdd7f875a12f7aead8a8,26/06/2023 00:07:54,ESCANER
534,"Distrito Central",0,"Guatemala",1,42,400,7,12,55,1,12,8,0,6,8,0,3,0,3,1,1,3,3,37,2,3,2,18,1,57,243,24,1,268,0,268,--,400,132,243,268,268,Algún campo sin dato,1,0fedc3b68c654dc40d10414dc5734c563afccaf697360b9fa0757683514008bc,26/06/2023 01:36:18,ESCANER
535,"Distrito Central",0,"Guatemala",1,42,400,13,14,66,0,5,3,1,2,4,0,1,0,4,1,0,0,1,36,4,1,7,11,0,66,240,30,1,271,0,271,--,399,128,240,271,271,Algún campo sin dato,1,fd01048364ea5533811b3dd2c9ebedeee15e89f2c3bfb29b023d4dde8abb9fc0,26/06/2023 02:36:23,ESCANER
536,"Distrito Central",0,"Guatemala",1,42,400,15,21,49,2,6,3,0,9,8,1,1,0,1,1,0,2,2,0,1,9,7,8,0,67,213,13,0,226,9,235,--,400,140,213,226,235,Algún campo sin dato,1,c8b4e857118e37b9aabda8ecea63e4424ed9e3b5ab5952f09a76d0a543925b22,26/06/2023 04:14:47,ESCANER
537,"Distrito Central",0,"Guatemala",1,42,400,9,16,49,2,8,4,3,4,4,0,2,1,4,0,0,1,0,48,0,4,7,14,0,53,233,17,1,251,2,253,--,400,149,233,251,253,Algún campo sin dato,1,bcd6eb42b71e978889afd38b244886487d90051484fa659313020077cbc9cc72,26/06/2023 02:54:01,ESCANER
538,"Distrito Central",0,"Guatemala",1,42,400,5,22,43,2,6,3,1,2,2,1,2,1,1,0,0,1,1,61,1,2,10,16,0,58,241,13,0,254,146,400,--,400,146,241,254,400,Algún campo sin dato,1,ff81db96281c602160dff79cd224895396e64ae14bf0137f9ff6fe8baadcb080,25/06/2023 23:45:36,ESCANER
539,"Distrito Central",0,"Guatemala",1,42,400,10,13,45,0,5,3,1,3,2,0,6,1,1,0,2,1,2,94,0,3,9,11,0,62,274,6,0,280,0,280,--,396,116,274,280,280,Algún campo sin dato,1,0c0e840f4d006ffc7a89af056114b1116417d128863541075722e87f2a3819dc,25/06/2023 22:06:57,ESCANER
540,"Distrito Central",0,"Guatemala",1,42,240,3,4,14,0,2,2,0,3,3,0,0,0,0,0,1,1,2,42,0,0,5,4,0,21,107,7,0,114,0,114,--,240,126,107,114,114,Algún campo sin dato,1,d8bf940a86061290dd3cbe49e5e9330027a7721327a7db751feccc7a4e65719a,25/06/2023 20:28:29,ESCANER
541,"Distrito Central",0,"Guatemala",1,42,239,5,4,19,0,2,2,0,5,0,1,3,0,1,0,1,0,0,33,1,1,3,9,0,27,117,7,0,124,0,124,--,239,115,117,124,124,Algún campo sin dato,1,177d2f31e0d6c8526eada471f3578631156a94d336474fb358b39378c1558561,25/06/2023 21:28:40,ESCANER
542,"Distrito Central",0,"Guatemala",1,43,400,8,27,42,1,6,4,--,9,11,1,--,1,3,1,3,1,3,44,1,2,4,7,--,68,247,25,2,274,--,274,--,400,126,247,274,274,Algún campo sin dato,1,8178b9710e48614c31c7ced28bc92bd3ecfc6e8c212d8bd961cb582e1ec4c8dc,25/06/2023 23:53:50,ESCANER
543,"Distrito Central",0,"Guatemala",1,43,400,15,24,45,3,4,7,1,6,8,0,4,1,3,1,0,0,4,32,2,2,8,9,0,63,242,29,1,272,1,273,--,400,127,242,272,273,Algún campo sin dato,1,60e01e7cda2f8d95b24c953193491f2ad6d404eeaef16d9e34593616ac073fc8,25/06/2023 23:36:28,ESCANER
544,"Distrito Central",0,"Guatemala",1,43,400,9,16,46,1,9,4,1,3,10,0,1,0,1,0,1,0,2,30,3,6,9,11,0,85,248,19,5,272,0,272,--,400,128,248,272,272,Algún campo sin dato,1,295beae264a36f7c28c9f9e6bf19d072aa7bdc2274111054050248317d0f52e3,26/06/2023 00:06:40,ESCANER
545,"Distrito Central",0,"Guatemala",1,43,400,5,24,39,2,2,3,1,6,11,2,1,0,2,1,1,1,2,42,3,2,6,8,0,88,252,26,1,279,0,279,--,404,125,252,279,279,Algún campo sin dato,1,d940e447a2ebfbd510e46c633653176c53d450baf9dc8135ff9115f5a2af5dbe,25/06/2023 23:43:41,ESCANER
546,"Distrito Central",0,"Guatemala",1,43,400,6,17,48,0,7,5,3,6,6,0,1,1,1,3,0,0,5,34,2,2,11,7,1,82,248,19,2,269,0,269,--,400,131,248,269,269,Algún campo sin dato,1,7d3768c5fb1ceb661bffc39177de3a6efe79ba685b70983389f49371c86f3e24,26/06/2023 00:16:19,ESCANER
547,"Distrito Central",0,"Guatemala",1,43,400,6,14,37,1,10,7,1,8,9,2,2,1,2,1,0,0,5,34,6,4,7,8,2,101,268,20,2,290,0,290,--,400,110,268,290,290,Algún campo sin dato,1,506fab363a87f0d51046d4a19c1c53432e7efca51c6ccb1c40a2b70c82c37873,26/06/2023 02:11:24,ESCANER
548,"Distrito Central",0,"Guatemala",1,43,400,6,17,48,3,5,6,2,5,12,1,3,2,2,0,0,0,5,29,3,1,4,11,1,81,247,24,0,271,0,271,--,417,129,247,271,271,Algún campo sin dato,1,d55b80da2df1d336c78f62f5837f187842b7b5e3b0ffdb7ab1c900d3b630de5d,26/06/2023 00:25:46,ESCANER
549,"Distrito Central",0,"Guatemala",1,43,400,12,20,44,0,1,4,2,6,11,0,3,2,5,1,2,0,2,36,2,4,5,9,1,86,258,26,1,285,0,285,--,395,115,258,285,285,Algún campo sin dato,1,6a660521b76189418eac271666eff9babccab14b11703a1f1fc0775531e9fd01,25/06/2023 23:03:01,ESCANER
550,"Distrito Central",0,"Guatemala",1,43,400,5,20,53,2,7,3,2,8,10,4,3,4,4,3,--,1,4,38,3,4,3,6,2,61,250,21,0,271,0,271,--,397,127,250,271,271,Algún campo sin dato,1,a970f772be95121ff20575cf61e6c6c8f4a7dcf3989f85aa0383d2d7b46f6eae,26/06/2023 00:10:47,ESCANER
551,"Distrito Central",0,"Guatemala",1,43,400,12,8,26,0,5,4,4,7,5,0,3,0,1,1,1,0,5,48,1,1,11,12,1,75,231,15,1,247,0,247,--,400,153,231,247,247,Algún campo sin dato,1,cbf3ba04c2a0622218fed38ff3e8559e460a1962ffeea2c4b81a180ac3528a4d,26/06/2023 00:31:41,ESCANER
552,"Distrito Central",0,"Guatemala",1,44,400,5,15,39,1,5,5,1,5,10,0,1,4,2,1,1,1,2,34,1,1,5,5,1,75,220,12,4,236,0,236,--,400,164,220,236,236,Algún campo sin dato,1,7351bdb82a6dffae8ab3a5341bba3ab84e831a7016e8139a356b38cde69c15a3,25/06/2023 23:52:28,ESCANER
553,"Distrito Central",0,"Guatemala",1,44,400,8,13,45,1,8,6,1,4,8,1,3,3,1,1,1,0,6,29,3,3,1,11,2,85,244,17,4,265,0,265,--,400,135,244,265,265,Algún campo sin dato,1,f2cff0bf911d89b0b74d46a37b46fad7b702a97b691072dde1ae9d136ff19b66,26/06/2023 02:17:17,ESCANER
554,"Distrito Central",0,"Guatemala",1,44,400,10,20,39,2,5,6,2,8,8,0,6,1,3,0,0,0,0,39,1,2,5,8,2,67,234,15,1,250,0,250,--,400,150,234,250,250,Algún campo sin dato,1,f9979ca2630a74073871da60490952cd5ad2fd3c80555ffaae061931516f5fd1,26/06/2023 06:28:00,ESCANER
555,"Distrito Central",0,"Guatemala",1,44,400,9,18,47,1,7,7,4,5,4,1,2,3,3,0,1,0,3,34,0,6,7,10,1,74,247,9,1,257,0,257,--,400,143,247,257,257,Algún campo sin dato,1,5a5222525fe5a10c6318d20d0ca34ce5e9265ba88401270f774d16861d7fcd19,26/06/2023 06:15:44,ESCANER
556,"Distrito Central",0,"Guatemala",1,44,400,8,14,38,2,1,1,0,5,2,0,6,2,1,1,1,1,5,31,1,6,6,9,0,75,216,45,2,263,0,263,--,397,134,216,263,263,Algún campo sin dato,1,56a1d83d8ca17d55a1493a3408104488b78550f2edbb1777a6bbd20e470474ef,26/06/2023 02:44:07,ESCANER
557,"Distrito Central",0,"Guatemala",1,44,400,10,20,42,2,9,5,0,8,6,0,0,0,1,2,0,0,2,44,4,2,8,12,0,63,240,20,4,264,0,264,--,400,133,240,264,264,Algún campo sin dato,1,a5cfdce18a14e2e3797828e20bb63850d5f8b2154fecc3f49d50996b9e6c037f,26/06/2023 03:21:47,ESCANER
558,"Distrito Central",0,"Guatemala",1,45,400,8,18,67,1,4,5,2,3,7,1,4,1,1,0,0,0,6,35,1,1,5,6,0,62,242,51,1,--,--,294,--,402,109,238,290,290,Sumas Asentadas sin cuadrar,1,345108fdacb1475a5636aef29ed77a93cbae7e8f46dbd82644b822ccb524609b,26/06/2023 02:04:36,ESCANER
559,"Distrito Central",0,"Guatemala",1,45,400,8,20,51,2,2,1,2,2,10,2,3,1,2,2,0,0,2,34,1,2,10,5,1,83,247,25,4,276,1,277,--,400,123,246,275,276,Sumas Asentadas sin cuadrar,1,fc8e1e107933476f927ef2edf29ebbbda4889d415f10ef651fcc8153fdda2883,26/06/2023 00:20:15,ESCANER
560,"Distrito Central",0,"Guatemala",1,45,400,8,20,48,1,8,7,4,5,6,0,2,1,3,1,1,1,2,0,1,1,11,7,1,80,259,18,0,277,123,400,--,400,123,219,237,360,Sumas Asentadas sin cuadrar,1,d13663a3400ecc514d673dabed9d8a889d8cf4d3e280dfad9172b58538c0166a,26/06/2023 00:22:50,ESCANER
561,"Distrito Central",0,"Guatemala",1,45,400,7,19,51,1,8,4,1,4,8,2,0,3,2,1,2,1,3,26,0,2,7,5,0,77,234,24,3,261,0,261,--,400,139,234,261,261,Algún campo sin dato,1,a406c35320f8d75671405a8869daf45668dad2ac8bdbdb709ef8066c484a24da,26/06/2023 00:12:49,ESCANER
562,"Distrito Central",0,"Guatemala",1,45,400,11,14,39,2,8,4,2,4,13,0,4,2,2,0,1,0,3,37,2,0,6,6,0,76,236,20,5,261,139,400,--,400,--,236,261,400,Algún campo sin dato,1,9a57b3126d6c9ea8378ee45dd14581801021a786a6859203d7c80ea434f253d2,25/06/2023 23:30:33,ESCANER
563,"Distrito Central",0,"Guatemala",1,45,400,12,23,43,1,3,6,3,5,14,2,5,--,1,--,1,--,--,35,--,3,2,10,2,75,246,22,3,271,129,400,--,400,129,246,271,400,Algún campo sin dato,1,8f9757ea681a9e65fd03177c84e4d715f2298a7aeae9e255455bad34babf7bec,25/06/2023 23:15:37,ESCANER
564,"Distrito Central",0,"Guatemala",1,45,400,11,21,42,1,5,8,1,7,9,1,4,3,3,0,0,0,5,26,2,1,10,10,1,76,246,17,4,267,0,267,--,400,133,247,268,268,Sumas Asentadas sin cuadrar,1,76ab0c2b759c1bd888a81c58f87298ed7e1f714ad29054342f93c1dbda0f5b49,25/06/2023 23:51:58,ESCANER
565,"Distrito Central",0,"Guatemala",1,45,400,5,17,42,0,4,4,2,3,11,0,4,0,3,1,0,1,3,4,3,2,3,14,1,64,222,16,2,240,0,240,--,400,160,191,209,209,Sumas Asentadas sin cuadrar,1,0132fa09c2b7d8946770a2d8d16420f89a67999118e067514b49da9d86280ea3,26/06/2023 09:28:26,ESCANER
566,"Distrito Central",0,"Guatemala",1,45,400,14,23,44,0,4,3,2,4,5,0,2,1,1,0,0,1,4,41,1,3,7,8,1,62,231,15,1,247,0,247,--,400,153,231,247,247,Algún campo sin dato,1,10830b207922292ffbb39a153d97e9328ddb5f55ed5b4c904ea3cc42482c779e,25/06/2023 23:14:41,ESCANER
567,"Distrito Central",0,"Guatemala",1,45,400,8,18,38,0,2,1,0,6,11,1,2,22,6,2,0,1,0,0,3,3,7,8,2,71,212,14,0,226,0,226,--,400,174,212,226,226,Algún campo sin dato,1,a341fb3765bd2976a8e9ffe67d7347a7c8198287a0e41f7a680ca84863bb2542,26/06/2023 00:31:32,ESCANER
568,"Distrito Central",0,"Guatemala",1,45,400,11,13,40,0,2,6,2,9,4,1,5,0,0,0,0,0,5,43,1,1,6,13,1,72,235,18,1,254,1,255,--,400,146,235,254,255,Algún campo sin dato,1,5de1ae3ba910622f6c3d003c52c9b1adf21774269cdb58d9b91ff965f2fda15f,25/06/2023 23:45:45,ESCANER
569,"Distrito Central",0,"Guatemala",1,45,400,4,16,45,0,8,5,0,5,6,0,2,0,1,2,1,0,0,50,0,2,4,6,0,69,230,10,1,241,--,242,--,400,158,226,237,237,Sumas Asentadas sin cuadrar,1,33c85e7e63c32825783d0027528bec6ef0645869f397664899b0707904defccf,25/06/2023 23:42:39,ESCANER
570,"Distrito Central",0,"Guatemala",1,45,400,2,13,29,0,6,4,2,2,7,2,5,0,6,1,1,0,4,80,1,1,4,10,1,78,259,10,0,269,0,259,--,395,126,259,269,269,Sumas Asentadas sin cuadrar,1,ff50b29fca0b45d222e3ebdc1906ec7a3ac1e3071448bc4aed380753df70a1a8,26/06/2023 00:20:08,ESCANER
571,"Distrito Central",0,"Guatemala",1,45,400,6,16,33,0,11,2,2,6,7,0,6,1,0,1,0,0,4,0,0,1,4,14,0,70,263,10,1,274,0,274,--,400,126,184,195,195,Sumas Asentadas sin cuadrar,1,7a533d02c7f5ed5c930b9582cab4d46b442ed2e4e29137ba37195de57a6d68f9,26/06/2023 01:12:40,ESCANER
572,"Distrito Central",0,"Guatemala",1,45,400,9,13,27,3,3,3,2,7,7,0,1,2,0,0,1,0,1,66,2,0,8,13,2,58,230,7,1,38,0,238,--,400,162,228,236,236,Sumas Asentadas sin cuadrar,1,0e4e04fdb18fd1051b6a34d8d74d333231e24a21513c5ad9dd08239526caeeed,26/06/2023 00:09:03,ESCANER
573,"Distrito Central",0,"Guatemala",1,45,274,4,4,24,0,5,1,0,3,5,0,1,1,2,2,1,0,3,47,0,1,1,9,0,37,151,7,116,274,0,274,--,274,116,151,274,274,Algún campo sin dato,1,c78aa519c09f2fcd4875048f6b58ee68cd41884941e8fe1ef04c6048df7653e8,25/06/2023 23:37:23,ESCANER
574,"Distrito Central",0,"Guatemala",1,45,273,2,5,18,3,5,1,0,2,3,0,2,0,1,0,1,0,0,32,0,0,5,5,0,29,114,7,1,122,0,122,--,273,151,114,122,122,Algún campo sin dato,1,1f23437fcce24bf1a1a8aaa541ba7704d97043af04507cbd8603faa91159559c,25/06/2023 23:21:11,ESCANER
575,"Distrito Central",0,"Guatemala",1,46,400,9,12,78,1,6,4,0,3,10,2,6,1,0,2,0,1,1,50,0,1,5,10,2,65,269,15,1,285,0,285,--,397,112,269,285,285,Algún campo sin dato,1,4f5e26abaa1389d41309e4d99c66dbbb67662310753069afae4e1d478381e89c,25/06/2023 23:21:27,ESCANER
576,"Distrito Central",0,"Guatemala",1,46,400,13,9,84,1,5,7,1,5,7,0,3,1,0,1,2,0,1,47,4,2,3,10,0,59,265,22,0,287,0,287,--,400,113,265,287,287,Algún campo sin dato,1,e638f5f4ae5ed14850a4aff4884a5781bdc19d2c490d7f3a236dee625a78afe7,25/06/2023 23:12:55,ESCANER
577,"Distrito Central",0,"Guatemala",1,46,400,11,16,101,0,0,12,0,2,7,0,0,1,3,0,2,0,1,38,2,2,0,10,0,61,269,20,0,289,0,289,--,400,111,269,289,289,Algún campo sin dato,1,f058163f02e249d101d57a6b29f8974b91831c39c17bd20da148894fce7e17c6,26/06/2023 00:03:32,ESCANER
578,"Distrito Central",0,"Guatemala",1,46,400,9,13,87,1,6,13,2,5,9,1,6,0,2,1,0,3,2,51,3,4,2,11,1,46,278,25,1,304,0,304,--,400,96,278,304,304,Algún campo sin dato,1,bab97c02cb6393cd4d7249f1217f0bc77443820b52944fffba1374644a162739,26/06/2023 00:44:54,ESCANER
579,"Distrito Central",0,"Guatemala",1,46,400,10,11,85,1,4,10,2,8,6,0,3,1,2,1,1,0,3,53,1,2,3,8,1,56,272,24,1,297,0,297,0,400,103,272,297,297,,1,9321ff278181e0342cf46d4ea032294310a978fbce540fca75d9d1466e9caddc,25/06/2023 23:50:31,ESCANER
580,"Distrito Central",0,"Guatemala",1,46,400,9,12,76,2,6,6,1,2,12,0,3,1,1,1,0,0,2,35,2,1,3,10,2,70,257,30,3,290,0,290,0,400,110,257,290,290,,1,cc3c79051ae2156c12b29dce2895a5bb91f514664c7591c0f19b4774e5abe6bd,25/06/2023 22:09:21,ESCANER
581,"Distrito Central",0,"Guatemala",1,46,400,8,11,59,1,7,11,0,5,4,0,4,1,2,1,2,0,3,62,0,0,5,11,1,57,255,14,0,269,0,269,0,400,131,255,269,269,,1,eb9dd10ae757f6f88f4135ae0a31b652a2b8c25d3be9f9bf319317c88d4c8771,25/06/2023 23:39:51,ESCANER
582,"Distrito Central",0,"Guatemala",1,46,400,13,8,72,1,3,12,1,5,12,1,4,1,0,0,1,0,0,57,4,6,1,14,0,53,269,22,1,292,0,292,--,404,112,269,292,292,Algún campo sin dato,1,ec5293ab091f8b61f4564916d3de6e3f7e2588823e1b065524f4e3de2477cf09,26/06/2023 00:37:59,ESCANER
583,"Distrito Central",0,"Guatemala",1,46,400,9,12,73,0,7,19,0,4,9,1,2,0,2,1,1,2,1,45,2,5,1,21,0,57,274,19,0,293,0,293,--,400,107,274,293,293,Algún campo sin dato,1,000539dad0b1405aa63827fa55c726b580d481f9fba20f72efae57ed4528a24b,26/06/2023 01:20:20,ESCANER
584,"Distrito Central",0,"Guatemala",1,46,400,8,11,82,0,0,12,0,3,6,0,2,1,2,0,2,1,2,46,3,3,2,12,0,71,269,14,1,284,0,284,--,400,116,269,284,284,Algún campo sin dato,1,cb1c2acfc732d1df0367602f2976da60d1ad8b54a2af7c28c79795a6f0c88c55,26/06/2023 02:00:58,ESCANER
585,"Distrito Central",0,"Guatemala",1,46,400,5,15,92,0,1,10,3,5,7,0,5,1,2,0,1,0,3,61,1,1,4,7,2,58,284,22,2,308,92,400,--,400,92,284,308,400,Algún campo sin dato,1,521245007153f48bf1c2896c5d66dceadd1ad07c610c07035dc08300b3f044e9,26/06/2023 01:50:18,ESCANER
586,"Distrito Central",0,"Guatemala",1,46,400,6,12,90,1,3,8,2,4,5,1,3,1,3,0,0,0,0,58,0,4,2,16,0,61,280,16,2,298,0,298,--,400,102,280,298,298,Algún campo sin dato,1,b6593012171f9890f42adc1c3a3328e819ebc68b0ba1a9aab6232543363a9085,26/06/2023 00:37:33,ESCANER
587,"Distrito Central",0,"Guatemala",1,46,400,9,15,76,0,0,10,0,5,8,0,8,1,3,0,0,0,2,54,3,1,3,17,0,53,268,19,0,287,0,287,--,400,113,268,287,287,Algún campo sin dato,1,4abd1b00d01b2c7f2a03a49e945f4a06f87bcf8595aca2610771d0a5b57db726,26/06/2023 00:16:29,ESCANER
588,"Distrito Central",0,"Guatemala",1,46,400,10,11,82,1,1,9,1,7,10,0,3,0,2,2,1,1,0,55,2,1,1,9,2,56,267,16,0,283,0,283,--,400,117,267,283,283,Algún campo sin dato,1,5e870fb7887305d426487d5181025018de321fb77bdb2f9cec0206271992e06b,26/06/2023 00:14:26,ESCANER
589,"Distrito Central",0,"Guatemala",1,46,400,6,13,65,0,10,12,0,4,6,0,6,2,3,1,1,0,4,40,3,4,3,15,1,66,265,20,0,285,0,285,--,400,115,265,285,285,Algún campo sin dato,1,1fc600eef2fd92088d02623a6c29e8224ddffd176414703b0b46eaaf89add750,26/06/2023 01:49:28,ESCANER
590,"Distrito Central",0,"Guatemala",1,46,400,13,16,70,0,5,7,0,2,7,0,2,0,3,3,0,1,4,43,0,4,6,12,1,68,267,15,1,283,0,283,--,403,120,267,283,283,Algún campo sin dato,1,34f5ee3c09f14be81aca4907e4d4bc09d7865ce1c5d916fe5bae4c029e1b19d9,26/06/2023 01:32:39,ESCANER
591,"Distrito Central",0,"Guatemala",1,46,400,8,16,71,1,3,13,2,3,3,2,3,0,0,1,0,0,3,45,4,2,2,7,0,44,233,16,1,250,0,250,--,400,150,233,250,250,Algún campo sin dato,1,b708fb1da33b8c112d37bb7eb5730aa1de557cd6a5dd3187276cf3eb654f4ba2,25/06/2023 22:31:31,ESCANER
592,"Distrito Central",0,"Guatemala",1,46,400,6,7,68,2,3,7,2,3,8,0,3,0,6,0,0,1,4,46,1,1,6,18,2,55,249,24,0,273,0,273,--,400,127,249,273,273,Algún campo sin dato,1,18e69167b917f30dcb862c44f094c94f833d47b491f2f1a70fdaf29f41f80bce,25/06/2023 22:46:24,ESCANER
